Step,Epsilon
2192,0.8981118888035389
2193,0.8981118888035389
2194,0.8981118888035389
2195,0.8981118888035389
2196,0.8981118888035389
2197,0.8981118888035389
2198,0.8981118888035389
2199,0.8980220776146586
2200,0.8980220776146586
2201,0.8980220776146586
2202,0.8980220776146586
2203,0.8980220776146586
2204,0.8980220776146586
2205,0.8980220776146586
2206,0.8980220776146586
2207,0.8980220776146586
2208,0.8980220776146586
2209,0.8980220776146586
2210,0.8980220776146586
2211,0.8980220776146586
2212,0.8980220776146586
2213,0.8980220776146586
2214,0.8980220776146586
2215,0.8980220776146586
2216,0.8980220776146586
2217,0.8980220776146586
2218,0.8980220776146586
2219,0.8980220776146586
2220,0.8980220776146586
2221,0.8980220776146586
2222,0.8980220776146586
2223,0.8980220776146586
2224,0.8980220776146586
2225,0.8980220776146586
2226,0.8980220776146586
2227,0.8980220776146586
2228,0.8980220776146586
2229,0.8980220776146586
2230,0.8980220776146586
2231,0.8980220776146586
2232,0.8980220776146586
2233,0.8980220776146586
2234,0.8980220776146586
2235,0.8980220776146586
2236,0.8980220776146586
2237,0.8980220776146586
2238,0.8980220776146586
2239,0.8980220776146586
2240,0.8980220776146586
2241,0.8980220776146586
2242,0.8980220776146586
2243,0.8980220776146586
2244,0.8980220776146586
2245,0.8980220776146586
2246,0.8980220776146586
2247,0.8980220776146586
2248,0.8980220776146586
2249,0.8980220776146586
2250,0.8980220776146586
2251,0.8980220776146586
2252,0.8980220776146586
2253,0.8980220776146586
2254,0.8980220776146586
2255,0.8980220776146586
2256,0.8980220776146586
2257,0.8980220776146586
2258,0.8980220776146586
2259,0.8980220776146586
2260,0.8980220776146586
2261,0.8980220776146586
2262,0.8980220776146586
2263,0.8980220776146586
2264,0.8980220776146586
2265,0.8980220776146586
2266,0.8980220776146586
2267,0.8980220776146586
2268,0.8980220776146586
2269,0.8980220776146586
2270,0.8980220776146586
2271,0.8980220776146586
2272,0.8980220776146586
2273,0.8980220776146586
2274,0.8980220776146586
2275,0.8980220776146586
2276,0.8980220776146586
2277,0.8980220776146586
2278,0.8980220776146586
2279,0.8980220776146586
2280,0.8980220776146586
2281,0.8980220776146586
2282,0.8980220776146586
2283,0.8980220776146586
2284,0.8980220776146586
2285,0.8980220776146586
2286,0.8980220776146586
2287,0.8980220776146586
2288,0.8980220776146586
2289,0.8980220776146586
2290,0.8980220776146586
2291,0.8980220776146586
2292,0.8980220776146586
2293,0.8980220776146586
2294,0.8980220776146586
2295,0.8980220776146586
2296,0.8980220776146586
2297,0.8980220776146586
2298,0.8980220776146586
2299,0.8979322754068971
2300,0.8979322754068971
2301,0.8979322754068971
2302,0.8979322754068971
2303,0.8979322754068971
2304,0.8979322754068971
2305,0.8979322754068971
2306,0.8979322754068971
2307,0.8979322754068971
2308,0.8979322754068971
2309,0.8979322754068971
2310,0.8979322754068971
2311,0.8979322754068971
2312,0.8979322754068971
2313,0.8979322754068971
2314,0.8979322754068971
2315,0.8979322754068971
2316,0.8979322754068971
2317,0.8979322754068971
2318,0.8979322754068971
2319,0.8979322754068971
2320,0.8979322754068971
2321,0.8979322754068971
2322,0.8979322754068971
2323,0.8979322754068971
2324,0.8979322754068971
2325,0.8979322754068971
2326,0.8979322754068971
2327,0.8979322754068971
2328,0.8979322754068971
2329,0.8979322754068971
2330,0.8979322754068971
2331,0.8979322754068971
2332,0.8979322754068971
2333,0.8979322754068971
2334,0.8979322754068971
2335,0.8979322754068971
2336,0.8979322754068971
2337,0.8979322754068971
2338,0.8979322754068971
2339,0.8979322754068971
2340,0.8979322754068971
2341,0.8979322754068971
2342,0.8979322754068971
2343,0.8979322754068971
2344,0.8979322754068971
2345,0.8979322754068971
2346,0.8979322754068971
2347,0.8979322754068971
2348,0.8979322754068971
2349,0.8979322754068971
2350,0.8979322754068971
2351,0.8979322754068971
2352,0.8979322754068971
2353,0.8979322754068971
2354,0.8979322754068971
2355,0.8979322754068971
2356,0.8979322754068971
2357,0.8979322754068971
2358,0.8979322754068971
2359,0.8979322754068971
2360,0.8979322754068971
2361,0.8979322754068971
2362,0.8979322754068971
2363,0.8979322754068971
2364,0.8979322754068971
2365,0.8979322754068971
2366,0.8979322754068971
2367,0.8979322754068971
2368,0.8979322754068971
2369,0.8979322754068971
2370,0.8979322754068971
2371,0.8979322754068971
2372,0.8979322754068971
2373,0.8979322754068971
2374,0.8979322754068971
2375,0.8979322754068971
2376,0.8979322754068971
2377,0.8979322754068971
2378,0.8979322754068971
2379,0.8979322754068971
2380,0.8979322754068971
2381,0.8979322754068971
2382,0.8979322754068971
2383,0.8979322754068971
2384,0.8979322754068971
2385,0.8979322754068971
2386,0.8979322754068971
2387,0.8979322754068971
2388,0.8979322754068971
2389,0.8979322754068971
2390,0.8979322754068971
2391,0.8979322754068971
2392,0.8979322754068971
2393,0.8979322754068971
2394,0.8979322754068971
2395,0.8979322754068971
2396,0.8979322754068971
2397,0.8979322754068971
2398,0.8979322754068971
2399,0.8978424821793565
2400,0.8978424821793565
2401,0.8978424821793565
2402,0.8978424821793565
2403,0.8978424821793565
2404,0.8978424821793565
2405,0.8978424821793565
2406,0.8978424821793565
2407,0.8978424821793565
2408,0.8978424821793565
2409,0.8978424821793565
2410,0.8978424821793565
2411,0.8978424821793565
2412,0.8978424821793565
2413,0.8978424821793565
2414,0.8978424821793565
2415,0.8978424821793565
2416,0.8978424821793565
2417,0.8978424821793565
2418,0.8978424821793565
2419,0.8978424821793565
2420,0.8978424821793565
2421,0.8978424821793565
2422,0.8978424821793565
2423,0.8978424821793565
2424,0.8978424821793565
2425,0.8978424821793565
2426,0.8978424821793565
2427,0.8978424821793565
2428,0.8978424821793565
2429,0.8978424821793565
2430,0.8978424821793565
2431,0.8978424821793565
2432,0.8978424821793565
2433,0.8978424821793565
2434,0.8978424821793565
2435,0.8978424821793565
2436,0.8978424821793565
2437,0.8978424821793565
2438,0.8978424821793565
2439,0.8978424821793565
2440,0.8978424821793565
2441,0.8978424821793565
2442,0.8978424821793565
2443,0.8978424821793565
2444,0.8978424821793565
2445,0.8978424821793565
2446,0.8978424821793565
2447,0.8978424821793565
2448,0.8978424821793565
2449,0.8978424821793565
2450,0.8978424821793565
2451,0.8978424821793565
2452,0.8978424821793565
2453,0.8978424821793565
2454,0.8978424821793565
2455,0.8978424821793565
2456,0.8978424821793565
2457,0.8978424821793565
2458,0.8978424821793565
2459,0.8978424821793565
2460,0.8978424821793565
2461,0.8978424821793565
2462,0.8978424821793565
2463,0.8978424821793565
2464,0.8978424821793565
2465,0.8978424821793565
2466,0.8978424821793565
2467,0.8978424821793565
2468,0.8978424821793565
2469,0.8978424821793565
2470,0.8978424821793565
2471,0.8978424821793565
2472,0.8978424821793565
2473,0.8978424821793565
2474,0.8978424821793565
2475,0.8978424821793565
2476,0.8978424821793565
2477,0.8978424821793565
2478,0.8978424821793565
2479,0.8978424821793565
2480,0.8978424821793565
2481,0.8978424821793565
2482,0.8978424821793565
2483,0.8978424821793565
2484,0.8978424821793565
2485,0.8978424821793565
2486,0.8978424821793565
2487,0.8978424821793565
2488,0.8978424821793565
2489,0.8978424821793565
2490,0.8978424821793565
2491,0.8978424821793565
2492,0.8978424821793565
2493,0.8978424821793565
2494,0.8978424821793565
2495,0.8978424821793565
2496,0.8978424821793565
2497,0.8978424821793565
2498,0.8978424821793565
2499,0.8977526979311385
2500,0.8977526979311385
2501,0.8977526979311385
2502,0.8977526979311385
2503,0.8977526979311385
2504,0.8977526979311385
2505,0.8977526979311385
2506,0.8977526979311385
2507,0.8977526979311385
2508,0.8977526979311385
2509,0.8977526979311385
2510,0.8977526979311385
2511,0.8977526979311385
2512,0.8977526979311385
2513,0.8977526979311385
2514,0.8977526979311385
2515,0.8977526979311385
2516,0.8977526979311385
2517,0.8977526979311385
2518,0.8977526979311385
2519,0.8977526979311385
2520,0.8977526979311385
2521,0.8977526979311385
2522,0.8977526979311385
2523,0.8977526979311385
2524,0.8977526979311385
2525,0.8977526979311385
2526,0.8977526979311385
2527,0.8977526979311385
2528,0.8977526979311385
2529,0.8977526979311385
2530,0.8977526979311385
2531,0.8977526979311385
2532,0.8977526979311385
2533,0.8977526979311385
2534,0.8977526979311385
2535,0.8977526979311385
2536,0.8977526979311385
2537,0.8977526979311385
2538,0.8977526979311385
2539,0.8977526979311385
2540,0.8977526979311385
2541,0.8977526979311385
2542,0.8977526979311385
2543,0.8977526979311385
2544,0.8977526979311385
2545,0.8977526979311385
2546,0.8977526979311385
2547,0.8977526979311385
2548,0.8977526979311385
2549,0.8977526979311385
2550,0.8977526979311385
2551,0.8977526979311385
2552,0.8977526979311385
2553,0.8977526979311385
2554,0.8977526979311385
2555,0.8977526979311385
2556,0.8977526979311385
2557,0.8977526979311385
2558,0.8977526979311385
2559,0.8977526979311385
2560,0.8977526979311385
2561,0.8977526979311385
2562,0.8977526979311385
2563,0.8977526979311385
2564,0.8977526979311385
2565,0.8977526979311385
2566,0.8977526979311385
2567,0.8977526979311385
2568,0.8977526979311385
2569,0.8977526979311385
2570,0.8977526979311385
2571,0.8977526979311385
2572,0.8977526979311385
2573,0.8977526979311385
2574,0.8977526979311385
2575,0.8977526979311385
2576,0.8977526979311385
2577,0.8977526979311385
2578,0.8977526979311385
2579,0.8977526979311385
2580,0.8977526979311385
2581,0.8977526979311385
2582,0.8977526979311385
2583,0.8977526979311385
2584,0.8977526979311385
2585,0.8977526979311385
2586,0.8977526979311385
2587,0.8977526979311385
2588,0.8977526979311385
2589,0.8977526979311385
2590,0.8977526979311385
2591,0.8977526979311385
2592,0.8977526979311385
2593,0.8977526979311385
2594,0.8977526979311385
2595,0.8977526979311385
2596,0.8977526979311385
2597,0.8977526979311385
2598,0.8977526979311385
2599,0.8976629226613454
2600,0.8976629226613454
2601,0.8976629226613454
2602,0.8976629226613454
2603,0.8976629226613454
2604,0.8976629226613454
2605,0.8976629226613454
2606,0.8976629226613454
2607,0.8976629226613454
2608,0.8976629226613454
2609,0.8976629226613454
2610,0.8976629226613454
2611,0.8976629226613454
2612,0.8976629226613454
2613,0.8976629226613454
2614,0.8976629226613454
2615,0.8976629226613454
2616,0.8976629226613454
2617,0.8976629226613454
2618,0.8976629226613454
2619,0.8976629226613454
2620,0.8976629226613454
2621,0.8976629226613454
2622,0.8976629226613454
2623,0.8976629226613454
2624,0.8976629226613454
2625,0.8976629226613454
2626,0.8976629226613454
2627,0.8976629226613454
2628,0.8976629226613454
2629,0.8976629226613454
2630,0.8976629226613454
2631,0.8976629226613454
2632,0.8976629226613454
2633,0.8976629226613454
2634,0.8976629226613454
2635,0.8976629226613454
2636,0.8976629226613454
2637,0.8976629226613454
2638,0.8976629226613454
2639,0.8976629226613454
2640,0.8976629226613454
2641,0.8976629226613454
2642,0.8976629226613454
2643,0.8976629226613454
2644,0.8976629226613454
2645,0.8976629226613454
2646,0.8976629226613454
2647,0.8976629226613454
2648,0.8976629226613454
2649,0.8976629226613454
2650,0.8976629226613454
2651,0.8976629226613454
2652,0.8976629226613454
2653,0.8976629226613454
2654,0.8976629226613454
2655,0.8976629226613454
2656,0.8976629226613454
2657,0.8976629226613454
2658,0.8976629226613454
2659,0.8976629226613454
2660,0.8976629226613454
2661,0.8976629226613454
2662,0.8976629226613454
2663,0.8976629226613454
2664,0.8976629226613454
2665,0.8976629226613454
2666,0.8976629226613454
2667,0.8976629226613454
2668,0.8976629226613454
2669,0.8976629226613454
2670,0.8976629226613454
2671,0.8976629226613454
2672,0.8976629226613454
2673,0.8976629226613454
2674,0.8976629226613454
2675,0.8976629226613454
2676,0.8976629226613454
2677,0.8976629226613454
2678,0.8976629226613454
2679,0.8976629226613454
2680,0.8976629226613454
2681,0.8976629226613454
2682,0.8976629226613454
2683,0.8976629226613454
2684,0.8976629226613454
2685,0.8976629226613454
2686,0.8976629226613454
2687,0.8976629226613454
2688,0.8976629226613454
2689,0.8976629226613454
2690,0.8976629226613454
2691,0.8976629226613454
2692,0.8976629226613454
2693,0.8976629226613454
2694,0.8976629226613454
2695,0.8976629226613454
2696,0.8976629226613454
2697,0.8976629226613454
2698,0.8976629226613454
2699,0.8975731563690793
2700,0.8975731563690793
2701,0.8975731563690793
2702,0.8975731563690793
2703,0.8975731563690793
2704,0.8975731563690793
2705,0.8975731563690793
2706,0.8975731563690793
2707,0.8975731563690793
2708,0.8975731563690793
2709,0.8975731563690793
2710,0.8975731563690793
2711,0.8975731563690793
2712,0.8975731563690793
2713,0.8975731563690793
2714,0.8975731563690793
2715,0.8975731563690793
2716,0.8975731563690793
2717,0.8975731563690793
2718,0.8975731563690793
2719,0.8975731563690793
2720,0.8975731563690793
2721,0.8975731563690793
2722,0.8975731563690793
2723,0.8975731563690793
2724,0.8975731563690793
2725,0.8975731563690793
2726,0.8975731563690793
2727,0.8975731563690793
2728,0.8975731563690793
2729,0.8975731563690793
2730,0.8975731563690793
2731,0.8975731563690793
2732,0.8975731563690793
2733,0.8975731563690793
2734,0.8975731563690793
2735,0.8975731563690793
2736,0.8975731563690793
2737,0.8975731563690793
2738,0.8975731563690793
2739,0.8975731563690793
2740,0.8975731563690793
2741,0.8975731563690793
2742,0.8975731563690793
2743,0.8975731563690793
2744,0.8975731563690793
2745,0.8975731563690793
2746,0.8975731563690793
2747,0.8975731563690793
2748,0.8975731563690793
2749,0.8975731563690793
2750,0.8975731563690793
2751,0.8975731563690793
2752,0.8975731563690793
2753,0.8975731563690793
2754,0.8975731563690793
2755,0.8975731563690793
2756,0.8975731563690793
2757,0.8975731563690793
2758,0.8975731563690793
2759,0.8975731563690793
2760,0.8975731563690793
2761,0.8975731563690793
2762,0.8975731563690793
2763,0.8975731563690793
2764,0.8975731563690793
2765,0.8975731563690793
2766,0.8975731563690793
2767,0.8975731563690793
2768,0.8975731563690793
2769,0.8975731563690793
2770,0.8975731563690793
2771,0.8975731563690793
2772,0.8975731563690793
2773,0.8975731563690793
2774,0.8975731563690793
2775,0.8975731563690793
2776,0.8975731563690793
2777,0.8975731563690793
2778,0.8975731563690793
2779,0.8975731563690793
2780,0.8975731563690793
2781,0.8975731563690793
2782,0.8975731563690793
2783,0.8975731563690793
2784,0.8975731563690793
2785,0.8975731563690793
2786,0.8975731563690793
2787,0.8975731563690793
2788,0.8975731563690793
2789,0.8975731563690793
2790,0.8975731563690793
2791,0.8975731563690793
2792,0.8975731563690793
2793,0.8975731563690793
2794,0.8975731563690793
2795,0.8975731563690793
2796,0.8975731563690793
2797,0.8975731563690793
2798,0.8975731563690793
2799,0.8974833990534424
2800,0.8974833990534424
2801,0.8974833990534424
2802,0.8974833990534424
2803,0.8974833990534424
2804,0.8974833990534424
2805,0.8974833990534424
2806,0.8974833990534424
2807,0.8974833990534424
2808,0.8974833990534424
2809,0.8974833990534424
2810,0.8974833990534424
2811,0.8974833990534424
2812,0.8974833990534424
2813,0.8974833990534424
2814,0.8974833990534424
2815,0.8974833990534424
2816,0.8974833990534424
2817,0.8974833990534424
2818,0.8974833990534424
2819,0.8974833990534424
2820,0.8974833990534424
2821,0.8974833990534424
2822,0.8974833990534424
2823,0.8974833990534424
2824,0.8974833990534424
2825,0.8974833990534424
2826,0.8974833990534424
2827,0.8974833990534424
2828,0.8974833990534424
2829,0.8974833990534424
2830,0.8974833990534424
2831,0.8974833990534424
2832,0.8974833990534424
2833,0.8974833990534424
2834,0.8974833990534424
2835,0.8974833990534424
2836,0.8974833990534424
2837,0.8974833990534424
2838,0.8974833990534424
2839,0.8974833990534424
2840,0.8974833990534424
2841,0.8974833990534424
2842,0.8974833990534424
2843,0.8974833990534424
2844,0.8974833990534424
2845,0.8974833990534424
2846,0.8974833990534424
2847,0.8974833990534424
2848,0.8974833990534424
2849,0.8974833990534424
2850,0.8974833990534424
2851,0.8974833990534424
2852,0.8974833990534424
2853,0.8974833990534424
2854,0.8974833990534424
2855,0.8974833990534424
2856,0.8974833990534424
2857,0.8974833990534424
2858,0.8974833990534424
2859,0.8974833990534424
2860,0.8974833990534424
2861,0.8974833990534424
2862,0.8974833990534424
2863,0.8974833990534424
2864,0.8974833990534424
2865,0.8974833990534424
2866,0.8974833990534424
2867,0.8974833990534424
2868,0.8974833990534424
2869,0.8974833990534424
2870,0.8974833990534424
2871,0.8974833990534424
2872,0.8974833990534424
2873,0.8974833990534424
2874,0.8974833990534424
2875,0.8974833990534424
2876,0.8974833990534424
2877,0.8974833990534424
2878,0.8974833990534424
2879,0.8974833990534424
2880,0.8974833990534424
2881,0.8974833990534424
2882,0.8974833990534424
2883,0.8974833990534424
2884,0.8974833990534424
2885,0.8974833990534424
2886,0.8974833990534424
2887,0.8974833990534424
2888,0.8974833990534424
2889,0.8974833990534424
2890,0.8974833990534424
2891,0.8974833990534424
2892,0.8974833990534424
2893,0.8974833990534424
2894,0.8974833990534424
2895,0.8974833990534424
2896,0.8974833990534424
2897,0.8974833990534424
2898,0.8974833990534424
2899,0.897393650713537
2900,0.897393650713537
2901,0.897393650713537
2902,0.897393650713537
2903,0.897393650713537
2904,0.897393650713537
2905,0.897393650713537
2906,0.897393650713537
2907,0.897393650713537
2908,0.897393650713537
2909,0.897393650713537
2910,0.897393650713537
2911,0.897393650713537
2912,0.897393650713537
2913,0.897393650713537
2914,0.897393650713537
2915,0.897393650713537
2916,0.897393650713537
2917,0.897393650713537
2918,0.897393650713537
2919,0.897393650713537
2920,0.897393650713537
2921,0.897393650713537
2922,0.897393650713537
2923,0.897393650713537
2924,0.897393650713537
2925,0.897393650713537
2926,0.897393650713537
2927,0.897393650713537
2928,0.897393650713537
2929,0.897393650713537
2930,0.897393650713537
2931,0.897393650713537
2932,0.897393650713537
2933,0.897393650713537
2934,0.897393650713537
2935,0.897393650713537
2936,0.897393650713537
2937,0.897393650713537
2938,0.897393650713537
2939,0.897393650713537
2940,0.897393650713537
2941,0.897393650713537
2942,0.897393650713537
2943,0.897393650713537
2944,0.897393650713537
2945,0.897393650713537
2946,0.897393650713537
2947,0.897393650713537
2948,0.897393650713537
2949,0.897393650713537
2950,0.897393650713537
2951,0.897393650713537
2952,0.897393650713537
2953,0.897393650713537
2954,0.897393650713537
2955,0.897393650713537
2956,0.897393650713537
2957,0.897393650713537
2958,0.897393650713537
2959,0.897393650713537
2960,0.897393650713537
2961,0.897393650713537
2962,0.897393650713537
2963,0.897393650713537
2964,0.897393650713537
2965,0.897393650713537
2966,0.897393650713537
2967,0.897393650713537
2968,0.897393650713537
2969,0.897393650713537
2970,0.897393650713537
2971,0.897393650713537
2972,0.897393650713537
2973,0.897393650713537
2974,0.897393650713537
2975,0.897393650713537
2976,0.897393650713537
2977,0.897393650713537
2978,0.897393650713537
2979,0.897393650713537
2980,0.897393650713537
2981,0.897393650713537
2982,0.897393650713537
2983,0.897393650713537
2984,0.897393650713537
2985,0.897393650713537
2986,0.897393650713537
2987,0.897393650713537
2988,0.897393650713537
2989,0.897393650713537
2990,0.897393650713537
2991,0.897393650713537
2992,0.897393650713537
2993,0.897393650713537
2994,0.897393650713537
2995,0.897393650713537
2996,0.897393650713537
2997,0.897393650713537
2998,0.897393650713537
2999,0.8973039113484657
3000,0.8973039113484657
3001,0.8973039113484657
3002,0.8973039113484657
3003,0.8973039113484657
3004,0.8973039113484657
3005,0.8973039113484657
3006,0.8973039113484657
3007,0.8973039113484657
3008,0.8973039113484657
3009,0.8973039113484657
3010,0.8973039113484657
3011,0.8973039113484657
3012,0.8973039113484657
3013,0.8973039113484657
3014,0.8973039113484657
3015,0.8973039113484657
3016,0.8973039113484657
3017,0.8973039113484657
3018,0.8973039113484657
3019,0.8973039113484657
3020,0.8973039113484657
3021,0.8973039113484657
3022,0.8973039113484657
3023,0.8973039113484657
3024,0.8973039113484657
3025,0.8973039113484657
3026,0.8973039113484657
3027,0.8973039113484657
3028,0.8973039113484657
3029,0.8973039113484657
3030,0.8973039113484657
3031,0.8973039113484657
3032,0.8973039113484657
3033,0.8973039113484657
3034,0.8973039113484657
3035,0.8973039113484657
3036,0.8973039113484657
3037,0.8973039113484657
3038,0.8973039113484657
3039,0.8973039113484657
3040,0.8973039113484657
3041,0.8973039113484657
3042,0.8973039113484657
3043,0.8973039113484657
3044,0.8973039113484657
3045,0.8973039113484657
3046,0.8973039113484657
3047,0.8973039113484657
3048,0.8973039113484657
3049,0.8973039113484657
3050,0.8973039113484657
3051,0.8973039113484657
3052,0.8973039113484657
3053,0.8973039113484657
3054,0.8973039113484657
3055,0.8973039113484657
3056,0.8973039113484657
3057,0.8973039113484657
3058,0.8973039113484657
3059,0.8973039113484657
3060,0.8973039113484657
3061,0.8973039113484657
3062,0.8973039113484657
3063,0.8973039113484657
3064,0.8973039113484657
3065,0.8973039113484657
3066,0.8973039113484657
3067,0.8973039113484657
3068,0.8973039113484657
3069,0.8973039113484657
3070,0.8973039113484657
3071,0.8973039113484657
3072,0.8973039113484657
3073,0.8973039113484657
3074,0.8973039113484657
3075,0.8973039113484657
3076,0.8973039113484657
3077,0.8973039113484657
3078,0.8973039113484657
3079,0.8973039113484657
3080,0.8973039113484657
3081,0.8973039113484657
3082,0.8973039113484657
3083,0.8973039113484657
3084,0.8973039113484657
3085,0.8973039113484657
3086,0.8973039113484657
3087,0.8973039113484657
3088,0.8973039113484657
3089,0.8973039113484657
3090,0.8973039113484657
3091,0.8973039113484657
3092,0.8973039113484657
3093,0.8973039113484657
3094,0.8973039113484657
3095,0.8973039113484657
3096,0.8973039113484657
3097,0.8973039113484657
3098,0.8973039113484657
3099,0.8972141809573309
3100,0.8972141809573309
3101,0.8972141809573309
3102,0.8972141809573309
3103,0.8972141809573309
3104,0.8972141809573309
3105,0.8972141809573309
3106,0.8972141809573309
3107,0.8972141809573309
3108,0.8972141809573309
3109,0.8972141809573309
3110,0.8972141809573309
3111,0.8972141809573309
3112,0.8972141809573309
3113,0.8972141809573309
3114,0.8972141809573309
3115,0.8972141809573309
3116,0.8972141809573309
3117,0.8972141809573309
3118,0.8972141809573309
3119,0.8972141809573309
3120,0.8972141809573309
3121,0.8972141809573309
3122,0.8972141809573309
3123,0.8972141809573309
3124,0.8972141809573309
3125,0.8972141809573309
3126,0.8972141809573309
3127,0.8972141809573309
3128,0.8972141809573309
3129,0.8972141809573309
3130,0.8972141809573309
3131,0.8972141809573309
3132,0.8972141809573309
3133,0.8972141809573309
3134,0.8972141809573309
3135,0.8972141809573309
3136,0.8972141809573309
3137,0.8972141809573309
3138,0.8972141809573309
3139,0.8972141809573309
3140,0.8972141809573309
3141,0.8972141809573309
3142,0.8972141809573309
3143,0.8972141809573309
3144,0.8972141809573309
3145,0.8972141809573309
3146,0.8972141809573309
3147,0.8972141809573309
3148,0.8972141809573309
3149,0.8972141809573309
3150,0.8972141809573309
3151,0.8972141809573309
3152,0.8972141809573309
3153,0.8972141809573309
3154,0.8972141809573309
3155,0.8972141809573309
3156,0.8972141809573309
3157,0.8972141809573309
3158,0.8972141809573309
3159,0.8972141809573309
3160,0.8972141809573309
3161,0.8972141809573309
3162,0.8972141809573309
3163,0.8972141809573309
3164,0.8972141809573309
3165,0.8972141809573309
3166,0.8972141809573309
3167,0.8972141809573309
3168,0.8972141809573309
3169,0.8972141809573309
3170,0.8972141809573309
3171,0.8972141809573309
3172,0.8972141809573309
3173,0.8972141809573309
3174,0.8972141809573309
3175,0.8972141809573309
3176,0.8972141809573309
3177,0.8972141809573309
3178,0.8972141809573309
3179,0.8972141809573309
3180,0.8972141809573309
3181,0.8972141809573309
3182,0.8972141809573309
3183,0.8972141809573309
3184,0.8972141809573309
3185,0.8972141809573309
3186,0.8972141809573309
3187,0.8972141809573309
3188,0.8972141809573309
3189,0.8972141809573309
3190,0.8972141809573309
3191,0.8972141809573309
3192,0.8972141809573309
3193,0.8972141809573309
3194,0.8972141809573309
3195,0.8972141809573309
3196,0.8972141809573309
3197,0.8972141809573309
3198,0.8972141809573309
3199,0.8971244595392351
3200,0.8971244595392351
3201,0.8971244595392351
3202,0.8971244595392351
3203,0.8971244595392351
3204,0.8971244595392351
3205,0.8971244595392351
3206,0.8971244595392351
3207,0.8971244595392351
3208,0.8971244595392351
3209,0.8971244595392351
3210,0.8971244595392351
3211,0.8971244595392351
3212,0.8971244595392351
3213,0.8971244595392351
3214,0.8971244595392351
3215,0.8971244595392351
3216,0.8971244595392351
3217,0.8971244595392351
3218,0.8971244595392351
3219,0.8971244595392351
3220,0.8971244595392351
3221,0.8971244595392351
3222,0.8971244595392351
3223,0.8971244595392351
3224,0.8971244595392351
3225,0.8971244595392351
3226,0.8971244595392351
3227,0.8971244595392351
3228,0.8971244595392351
3229,0.8971244595392351
3230,0.8971244595392351
3231,0.8971244595392351
3232,0.8971244595392351
3233,0.8971244595392351
3234,0.8971244595392351
3235,0.8971244595392351
3236,0.8971244595392351
3237,0.8971244595392351
3238,0.8971244595392351
3239,0.8971244595392351
3240,0.8971244595392351
3241,0.8971244595392351
3242,0.8971244595392351
3243,0.8971244595392351
3244,0.8971244595392351
3245,0.8971244595392351
3246,0.8971244595392351
3247,0.8971244595392351
3248,0.8971244595392351
3249,0.8971244595392351
3250,0.8971244595392351
3251,0.8971244595392351
3252,0.8971244595392351
3253,0.8971244595392351
3254,0.8971244595392351
3255,0.8971244595392351
3256,0.8971244595392351
3257,0.8971244595392351
3258,0.8971244595392351
3259,0.8971244595392351
3260,0.8971244595392351
3261,0.8971244595392351
3262,0.8971244595392351
3263,0.8971244595392351
3264,0.8971244595392351
3265,0.8971244595392351
3266,0.8971244595392351
3267,0.8971244595392351
3268,0.8971244595392351
3269,0.8971244595392351
3270,0.8971244595392351
3271,0.8971244595392351
3272,0.8971244595392351
3273,0.8971244595392351
3274,0.8971244595392351
3275,0.8971244595392351
3276,0.8971244595392351
3277,0.8971244595392351
3278,0.8971244595392351
3279,0.8971244595392351
3280,0.8971244595392351
3281,0.8971244595392351
3282,0.8971244595392351
3283,0.8971244595392351
3284,0.8971244595392351
3285,0.8971244595392351
3286,0.8971244595392351
3287,0.8971244595392351
3288,0.8971244595392351
3289,0.8971244595392351
3290,0.8971244595392351
3291,0.8971244595392351
3292,0.8971244595392351
3293,0.8971244595392351
3294,0.8971244595392351
3295,0.8971244595392351
3296,0.8971244595392351
3297,0.8971244595392351
3298,0.8971244595392351
3299,0.8970347470932812
3300,0.8970347470932812
3301,0.8970347470932812
3302,0.8970347470932812
3303,0.8970347470932812
3304,0.8970347470932812
3305,0.8970347470932812
3306,0.8970347470932812
3307,0.8970347470932812
3308,0.8970347470932812
3309,0.8970347470932812
3310,0.8970347470932812
3311,0.8970347470932812
3312,0.8970347470932812
3313,0.8970347470932812
3314,0.8970347470932812
3315,0.8970347470932812
3316,0.8970347470932812
3317,0.8970347470932812
3318,0.8970347470932812
3319,0.8970347470932812
3320,0.8970347470932812
3321,0.8970347470932812
3322,0.8970347470932812
3323,0.8970347470932812
3324,0.8970347470932812
3325,0.8970347470932812
3326,0.8970347470932812
3327,0.8970347470932812
3328,0.8970347470932812
3329,0.8970347470932812
3330,0.8970347470932812
3331,0.8970347470932812
3332,0.8970347470932812
3333,0.8970347470932812
3334,0.8970347470932812
3335,0.8970347470932812
3336,0.8970347470932812
3337,0.8970347470932812
3338,0.8970347470932812
3339,0.8970347470932812
3340,0.8970347470932812
3341,0.8970347470932812
3342,0.8970347470932812
3343,0.8970347470932812
3344,0.8970347470932812
3345,0.8970347470932812
3346,0.8970347470932812
3347,0.8970347470932812
3348,0.8970347470932812
3349,0.8970347470932812
3350,0.8970347470932812
3351,0.8970347470932812
3352,0.8970347470932812
3353,0.8970347470932812
3354,0.8970347470932812
3355,0.8970347470932812
3356,0.8970347470932812
3357,0.8970347470932812
3358,0.8970347470932812
3359,0.8970347470932812
3360,0.8970347470932812
3361,0.8970347470932812
3362,0.8970347470932812
3363,0.8970347470932812
3364,0.8970347470932812
3365,0.8970347470932812
